"gene_id","gene_name","type","Gene_length","Cpg_number"
"ENSMUSG00000103180.1","RP24-429M15.1","promoter",4001,9
"ENSMUSG00000033684.14","Qsox1","promoter",4001,30
"ENSMUSG00000102299.1","RP24-429M15.2","promoter",4001,49
"ENSMUSG00000102558.1","RP24-429M15.3","promoter",4001,12
"ENSMUSG00000033671.18","Cep350","promoter",4001,46
"ENSMUSG00000103717.1","RP24-429M15.5","promoter",4001,29
"ENSMUSG00000103771.1","RP24-429M15.4","promoter",4001,28
"ENSMUSG00000102837.1","RP24-310B3.2","promoter",4001,10
"ENSMUSG00000077419.1","Gm23744","promoter",4001,18
"ENSMUSG00000102833.1","RP24-310B3.1","promoter",4001,124
"ENSMUSG00000026466.16","Tor1aip1","promoter",4001,24
"ENSMUSG00000102964.1","RP24-321N12.1","promoter",4001,27
"ENSMUSG00000050565.16","Tor1aip2","promoter",4001,118
"ENSMUSG00000015484.3","Fam163a","promoter",4001,38
"ENSMUSG00000102932.1","CH36-500J15.1","promoter",4001,24
"ENSMUSG00000060985.15","Tdrd5","promoter",4001,21
"ENSMUSG00000102372.1","CH36-500J15.3","promoter",4001,23
"ENSMUSG00000103705.1","CH36-500J15.2","promoter",4001,122
"ENSMUSG00000026602.9","Nphs2","promoter",4001,72
"ENSMUSG00000026601.14","Axdnd1","promoter",4001,32
"ENSMUSG00000078193.2","RP24-228M19.1","promoter",4001,36
"ENSMUSG00000026600.12","Soat1","promoter",4001,45
"ENSMUSG00000103199.1","RP24-228M19.3","promoter",4001,35
"ENSMUSG00000101523.1","RP23-363M8.1","promoter",4001,49
"ENSMUSG00000026596.13","Abl2","promoter",4001,134
"ENSMUSG00000104293.1","RP23-363M8.2","promoter",4001,14
"ENSMUSG00000060519.11","Tor3a","promoter",4001,26
"ENSMUSG00000033557.17","Fam20b","promoter",4001,33
"ENSMUSG00000102961.1","RP24-439O10.3","promoter",4001,33
"ENSMUSG00000046057.4","AC138109.1","promoter",4001,24
"ENSMUSG00000026594.14","Ralgps2","promoter",4001,32
"ENSMUSG00000101964.1","RP24-444I15.5","promoter",4001,42
"ENSMUSG00000033544.6","Angptl1","promoter",4001,40
"ENSMUSG00000103303.1","RP24-444I15.1","promoter",4001,22
"ENSMUSG00000102960.1","RP24-444I15.4","promoter",4001,4
"ENSMUSG00000101905.1","RP24-444I15.2","promoter",4001,157
"ENSMUSG00000101768.1","RP24-329K22.2","promoter",4001,36
"ENSMUSG00000103325.1","RP24-329K22.1","promoter",4001,35
"ENSMUSG00000026592.13","Tex35","promoter",4001,23
"ENSMUSG00000109913.1","RP24-201K16.2","promoter",4001,36
"ENSMUSG00000070565.11","Rasal2","promoter",4001,27
"ENSMUSG00000102326.1","RP24-227F14.5","promoter",4001,4
"ENSMUSG00000102391.1","RP24-227F14.4","promoter",4001,7
"ENSMUSG00000087632.1","AC119897.2","promoter",4001,26
"ENSMUSG00000103808.1","RP24-227F14.1","promoter",4001,7
"ENSMUSG00000049881.13","AC119897.1","promoter",4001,166
"ENSMUSG00000033488.11","AC161108.3","promoter",4001,49
"ENSMUSG00000087093.2","AC161108.2","promoter",4001,21
"ENSMUSG00000026589.14","Sec16b","promoter",4001,28
"ENSMUSG00000103021.1","RP23-224G12.1","promoter",4001,41
"ENSMUSG00000103501.1","RP23-224G12.3","promoter",4001,38
"ENSMUSG00000102245.1","RP23-224G12.2","promoter",4001,41
"ENSMUSG00000103962.1","RP24-227F14.6","promoter",4001,40
"ENSMUSG00000102789.1","RP23-152E3.1","promoter",4001,13
"ENSMUSG00000004031.13","Brinp2","promoter",4001,52
"ENSMUSG00000026587.15","Astn1","promoter",4001,48
"ENSMUSG00000103762.1","RP24-168F13.1","promoter",4001,20
"ENSMUSG00000103971.1","RP23-411L6.1","promoter",4001,26
"ENSMUSG00000070103.2","Mir488","promoter",4001,30
"ENSMUSG00000102508.1","RP23-411L6.2","promoter",4001,12
"ENSMUSG00000102618.1","RP23-411L6.3","promoter",4001,29
"ENSMUSG00000073530.11","Pappa2","promoter",4001,14
"ENSMUSG00000047661.9","AC162173.1","promoter",4001,17
"ENSMUSG00000104014.1","RP23-375F6.1","promoter",4001,27
"ENSMUSG00000061992.2","RP23-375F6.2","promoter",4001,18
"ENSMUSG00000104169.1","RP23-375F6.3","promoter",4001,25
"ENSMUSG00000040782.12","Rfwd2","promoter",4001,120
"ENSMUSG00000103572.1","RP23-375F6.4","promoter",4001,14
"ENSMUSG00000103186.1","RP23-145H3.4","promoter",4001,18
"ENSMUSG00000089536.1","Scarna3a","promoter",4001,19
"ENSMUSG00000105399.1","Mir1843b","promoter",4001,20
"ENSMUSG00000103289.1","RP24-169M20.1","promoter",4001,30
"ENSMUSG00000103389.1","RP24-169M20.2","promoter",4001,10
"ENSMUSG00000015829.13","Tnr","promoter",4001,35
"ENSMUSG00000103225.1","RP23-430H21.1","promoter",4001,34
"ENSMUSG00000073528.7","RP23-453J22.1","promoter",4001,40
"ENSMUSG00000103719.1","RP23-40E2.2","promoter",4001,29
"ENSMUSG00000088145.1","Gm24719","promoter",4001,17
"ENSMUSG00000104111.1","RP23-71J17.3","promoter",4001,39
"ENSMUSG00000090394.8","RP23-71J17.1","promoter",4001,71
"ENSMUSG00000026729.9","RP23-71J17.2","promoter",4001,36
"ENSMUSG00000026725.17","Tnn","promoter",4001,25
"ENSMUSG00000058267.13","Mrps14","promoter",4001,65
"ENSMUSG00000014226.10","Cacybp","promoter",4001,25
"ENSMUSG00000103006.1","RP23-71J17.5","promoter",4001,132
"ENSMUSG00000026721.15","Rabgap1l","promoter",4001,12
"ENSMUSG00000104302.1","RP24-540L1.1","promoter",4001,11
"ENSMUSG00000089204.1","Mir1927","promoter",4001,10
"ENSMUSG00000103522.1","RP24-540L1.3","promoter",4001,8
"ENSMUSG00000103693.1","RP24-540L1.2","promoter",4001,8
"ENSMUSG00000104026.1","RP24-546N2.5","promoter",4001,15
"ENSMUSG00000104020.1","RP24-546N2.4","promoter",4001,15
"ENSMUSG00000103391.1","RP24-546N2.3","promoter",4001,8
"ENSMUSG00000103432.1","RP24-546N2.2","promoter",4001,11
"ENSMUSG00000077759.1","Gm23528","promoter",4001,5
"ENSMUSG00000102172.1","RP24-546N2.1","promoter",4001,6
"ENSMUSG00000103200.1","RP24-400M20.3","promoter",4001,22
"ENSMUSG00000103632.1","RP24-400M20.2","promoter",4001,14
"ENSMUSG00000104053.1","RP24-400M20.1","promoter",4001,3
"ENSMUSG00000102852.1","RP24-400M20.4","promoter",4001,3
"ENSMUSG00000103631.1","RP24-400M20.5","promoter",4001,19
"ENSMUSG00000077648.1","Gm24988","promoter",4001,15
"ENSMUSG00000057499.3","RP24-188H2.2","promoter",4001,21
"ENSMUSG00000040423.10","Rc3h1","promoter",4001,110
"ENSMUSG00000103343.1","RP24-188H2.3","promoter",4001,6
"ENSMUSG00000103846.1","RP24-188H2.4","promoter",4001,5
"ENSMUSG00000103739.1","RP24-188H2.5","promoter",4001,5
"ENSMUSG00000026715.12","Serpinc1","promoter",4001,18
"ENSMUSG00000103222.1","RP24-188H2.6","promoter",4001,33
"ENSMUSG00000103680.1","RP24-297J20.4","promoter",4001,35
"ENSMUSG00000043467.19","Zbtb37","promoter",4001,42
"ENSMUSG00000104016.1","RP24-297J20.5","promoter",4001,24
"ENSMUSG00000053332.13","Gas5","promoter",4001,120
"ENSMUSG00000064440.1","Gm26224","promoter",4001,119
"ENSMUSG00000080463.1","Gm22489","promoter",4001,123
"ENSMUSG00000064816.1","Gm22357","promoter",4001,120
"ENSMUSG00000084667.1","Gm23212","promoter",4001,80
"ENSMUSG00000077220.1","Snord78","promoter",4001,53
"ENSMUSG00000065160.1","Mir5117","promoter",4001,35
"ENSMUSG00000065735.1","Snord80","promoter",4001,26
"ENSMUSG00000105780.1","Snord80","promoter",4001,26
"ENSMUSG00000064968.1","Snord47","promoter",4001,22
"ENSMUSG00000065228.1","Gm25789","promoter",4001,21
"ENSMUSG00000026709.10","Dars2","promoter",4001,13
"ENSMUSG00000102864.1","RP24-297J20.6","promoter",4001,13
"ENSMUSG00000026708.16","Cenpl","promoter",4001,108
"ENSMUSG00000026705.16","Klhl20","promoter",4001,17
"ENSMUSG00000044835.15","Ankrd45","promoter",4001,64
"ENSMUSG00000049160.15","AC138640.3","promoter",4001,17
"ENSMUSG00000102817.2","RP23-16I21.1","promoter",4001,35
"ENSMUSG00000026701.15","Prdx6","promoter",4001,39
"ENSMUSG00000104163.1","RP23-16I21.2","promoter",4001,12
"ENSMUSG00000026700.4","Tnfsf4","promoter",4001,57
"ENSMUSG00000066755.2","Tnfsf18","promoter",4001,27
"ENSMUSG00000089353.1","Gm25488","promoter",4001,19
"ENSMUSG00000102860.1","RP24-475M18.1","promoter",4001,33
"ENSMUSG00000040323.13","AC133589.1","promoter",4001,65
"ENSMUSG00000102399.1","RP24-75E15.1","promoter",4001,61
"ENSMUSG00000000817.10","Fasl","promoter",4001,25
"ENSMUSG00000103625.1","RP24-75E15.5","promoter",4001,17
"ENSMUSG00000040297.12","Suco","promoter",4001,16
"ENSMUSG00000102254.1","RP24-75E15.4","promoter",4001,20
"ENSMUSG00000103158.5","RP24-75E15.3","promoter",4001,23
"ENSMUSG00000086277.2","AC120180.2","promoter",4001,11
"ENSMUSG00000026698.8","Pigc","promoter",4001,99
"ENSMUSG00000103393.1","RP24-499I2.1","promoter",4001,98
"ENSMUSG00000040265.16","Dnm3","promoter",4001,31
"ENSMUSG00000090260.1","AC120180.3","promoter",4001,67
"ENSMUSG00000102994.1","RP24-153N24.3","promoter",4001,7
"ENSMUSG00000078190.7","Dnm3os","promoter",4001,50
"ENSMUSG00000070126.1","Mir199a-2","promoter",4001,53
"ENSMUSG00000065516.1","Mir214","promoter",4001,27
"ENSMUSG00000089933.1","AC120180.5","promoter",4001,26
"ENSMUSG00000066752.4","AC138218.2","promoter",4001,103
"ENSMUSG00000026694.19","Mettl13","promoter",4001,7
"ENSMUSG00000026696.15","Vamp4","promoter",4001,131
"ENSMUSG00000091743.2","Gm5705","promoter",4001,36
"ENSMUSG00000026697.10","Myoc","promoter",4001,38
"ENSMUSG00000091060.2","RP24-388I23.2","promoter",4001,51
"ENSMUSG00000040225.15","Prrc2c","promoter",4001,23
"ENSMUSG00000098259.1","Gm27616","promoter",4001,40
"ENSMUSG00000026692.12","Fmo4","promoter",4001,30
"ENSMUSG00000040181.14","Fmo1","promoter",4001,12
"ENSMUSG00000040170.13","Fmo2","promoter",4001,11
"ENSMUSG00000095576.5","Fmo6","promoter",4001,36
"ENSMUSG00000026691.10","Fmo3","promoter",4001,19
"ENSMUSG00000103288.1","RP24-507O16.3","promoter",4001,11
"ENSMUSG00000071890.4","Mroh9","promoter",4001,15
"ENSMUSG00000077608.1","Gm22671","promoter",4001,18
"ENSMUSG00000103102.1","RP24-357I7.1","promoter",4001,16
"ENSMUSG00000089174.1","Gm22434","promoter",4001,33
"ENSMUSG00000026586.16","Prrx1","promoter",4001,25
"ENSMUSG00000092188.1","RP24-485J8.2","promoter",4001,18
"ENSMUSG00000096984.1","Gm26523","promoter",4001,27
"ENSMUSG00000103195.1","RP24-485J8.3","promoter",4001,47
"ENSMUSG00000040124.5","Gorab","promoter",4001,42
"ENSMUSG00000088951.1","Gm24940","promoter",4001,54
"ENSMUSG00000101869.1","RP24-141B16.1","promoter",4001,22
"ENSMUSG00000102117.1","Rpsa-ps1","promoter",4001,31
"ENSMUSG00000040113.14","Mettl11b","promoter",4001,40
"ENSMUSG00000089700.1","RP24-383F13.2","promoter",4001,27
"ENSMUSG00000026585.13","Kifap3","promoter",4001,46
"ENSMUSG00000026584.14","Scyl3","promoter",4001,113
"ENSMUSG00000041406.14","RP23-376B19.2","promoter",4001,51
"ENSMUSG00000041396.13","Mettl18","promoter",4001,105
"ENSMUSG00000103960.1","RP23-202J6.4","promoter",4001,5
"ENSMUSG00000026582.6","Sele","promoter",4001,39
"ENSMUSG00000026581.14","Sell","promoter",4001,22
"ENSMUSG00000026580.16","Selp","promoter",4001,44
"ENSMUSG00000090081.1","RP23-202J6.2","promoter",4001,63
"ENSMUSG00000086593.2","RP23-202J6.3","promoter",4001,30
"ENSMUSG00000026579.8","F5","promoter",4001,33
"ENSMUSG00000089790.1","RP24-287N8.1","promoter",4001,11
"ENSMUSG00000040918.12","Slc19a2","promoter",4001,150
"ENSMUSG00000026578.6","Ccdc181","promoter",4001,56
"ENSMUSG00000026577.13","Blzf1","promoter",4001,12
"ENSMUSG00000026575.15","Nme7","promoter",4001,30
"ENSMUSG00000103493.1","RP24-73O16.3","promoter",4001,33
"ENSMUSG00000026576.12","Atp1b1","promoter",4001,69
"ENSMUSG00000104011.1","RP24-272N10.3","promoter",4001,41
"ENSMUSG00000103226.1","RP24-272N10.4","promoter",4001,18
"ENSMUSG00000097281.2","RP24-272N10.5","promoter",4001,25
"ENSMUSG00000102389.1","RP24-272N10.6","promoter",4001,29
"ENSMUSG00000103383.1","RP23-260J11.1","promoter",4001,29
"ENSMUSG00000102897.1","RP23-260J11.2","promoter",4001,19
"ENSMUSG00000102761.1","RP23-260J11.3","promoter",4001,22
"ENSMUSG00000102163.1","RP23-260J11.4","promoter",4001,40
"ENSMUSG00000026574.5","Dpt","promoter",4001,27
"ENSMUSG00000103659.1","RP23-152I6.2","promoter",4001,51
"ENSMUSG00000104117.5","RP23-152I6.3","promoter",4001,25
"ENSMUSG00000103320.1","RP23-152I6.4","promoter",4001,16
"ENSMUSG00000026573.7","Xcl1","promoter",4001,33
"ENSMUSG00000101189.1","RP23-287C17.1","promoter",4001,38
"ENSMUSG00000080561.1","Gm26042","promoter",4001,16
"ENSMUSG00000102408.1","RP23-187M7.3","promoter",4001,19
"ENSMUSG00000026572.11","Tbx19","promoter",4001,59
"ENSMUSG00000089967.1","RP23-187M7.2","promoter",4001,48
"ENSMUSG00000040848.11","Sft2d2","promoter",4001,21
"ENSMUSG00000040843.10","Tiprl","promoter",4001,16
"ENSMUSG00000102302.1","RP23-187M7.5","promoter",4001,27
"ENSMUSG00000040836.15","Gpr161","promoter",4001,15
"ENSMUSG00000026571.12","Dcaf6","promoter",4001,16
"ENSMUSG00000104427.1","RP23-294I9.3","promoter",4001,3
"ENSMUSG00000089299.1","Gm24637","promoter",4001,10
"ENSMUSG00000102401.1","RP24-323I23.1","promoter",4001,1
"ENSMUSG00000026568.6","Mpc2","promoter",4001,171
"ENSMUSG00000103763.1","RP24-323I23.2","promoter",4001,4
"ENSMUSG00000026567.16","Adcy10","promoter",4001,20
"ENSMUSG00000103059.1","RP23-469D21.2","promoter",4001,13
"ENSMUSG00000103583.1","RP23-469D21.1","promoter",4001,13
"ENSMUSG00000087886.1","Gm23599","promoter",4001,7
"ENSMUSG00000089291.1","Gm23208","promoter",4001,38
"ENSMUSG00000104474.1","RP23-469D21.3","promoter",4001,43
"ENSMUSG00000026566.15","Mpzl1","promoter",4001,68
"ENSMUSG00000103098.1","RP23-469D21.5","promoter",4001,23
"ENSMUSG00000104517.1","RP23-469D21.6","promoter",4001,99
"ENSMUSG00000040723.14","Rcsd1","promoter",4001,24
"ENSMUSG00000105249.1","Gm44458","promoter",4001,22
"ENSMUSG00000103686.1","RP23-132G24.2","promoter",4001,21
"ENSMUSG00000103242.1","RP23-132G24.3","promoter",4001,27
"ENSMUSG00000040713.12","Creg1","promoter",4001,92
"ENSMUSG00000104306.1","RP23-132G24.4","promoter",4001,64
"ENSMUSG00000089829.2","RP23-132G24.1","promoter",4001,71
"ENSMUSG00000088618.1","Gm24808","promoter",4001,5
"ENSMUSG00000005763.15","Cd247","promoter",4001,56
"ENSMUSG00000094394.1","Gm23402","promoter",4001,29
"ENSMUSG00000102363.1","RP23-36P10.11","promoter",4001,92
"ENSMUSG00000103768.1","RP23-36P10.10","promoter",4001,86
"ENSMUSG00000102154.1","RP23-36P10.9","promoter",4001,34
"ENSMUSG00000026565.18","Pou2f1","promoter",4001,33
"ENSMUSG00000099008.1","RP23-36P10.3","promoter",4001,10
"ENSMUSG00000097196.2","RP24-147G10.1","promoter",4001,226
"ENSMUSG00000102890.1","RP24-147G10.2","promoter",4001,42
"ENSMUSG00000102484.1","RP24-147G10.4","promoter",4001,12
"ENSMUSG00000026564.9","Dusp27","promoter",4001,76
"ENSMUSG00000000544.14","Gpa33","promoter",4001,40
"ENSMUSG00000040629.8","Mael","promoter",4001,15
"ENSMUSG00000040612.13","Ildr2","promoter",4001,80
"ENSMUSG00000091393.1","RP23-169C19.1","promoter",4001,31
"ENSMUSG00000103400.2","AC161807.4","promoter",4001,94
"ENSMUSG00000026563.13","Tada1","promoter",4001,128
"ENSMUSG00000040596.15","Pogk","promoter",4001,41
"ENSMUSG00000084093.1","AC161807.1","promoter",4001,23
"ENSMUSG00000104194.1","RP24-229G16.2","promoter",4001,19
"ENSMUSG00000086056.1","AC161807.5","promoter",4001,22
"ENSMUSG00000096172.1","Gm22992","promoter",4001,6
"ENSMUSG00000051081.7","AC140979.2","promoter",4001,19
"ENSMUSG00000026560.13","Fmo9","promoter",4001,37
"ENSMUSG00000085841.1","AC115968.1","promoter",4001,18
"ENSMUSG00000103073.1","RP24-72P6.1","promoter",4001,41
"ENSMUSG00000086925.1","AC119212.1","promoter",4001,34
"ENSMUSG00000102548.1","RP24-192L21.1","promoter",4001,15
"ENSMUSG00000097823.2","RP24-192L21.2","promoter",4001,58
"ENSMUSG00000060568.14","Fam78b","promoter",4001,215
"ENSMUSG00000102870.1","RP24-128E5.1","promoter",4001,38
"ENSMUSG00000103333.1","RP23-79H24.1","promoter",4001,19
"ENSMUSG00000026558.13","Uck2","promoter",4001,57
"ENSMUSG00000103139.1","RP23-79H24.3","promoter",4001,50
"ENSMUSG00000102909.1","RP23-79H24.4","promoter",4001,180
"ENSMUSG00000098379.1","Mir6347","promoter",4001,31
"ENSMUSG00000102337.1","RP23-125E16.1","promoter",4001,20
"ENSMUSG00000052428.10","Tmco1","promoter",4001,109
"ENSMUSG00000088246.1","Gm25911","promoter",4001,6
"ENSMUSG00000095752.1","Gm24182","promoter",4001,75
"ENSMUSG00000026687.14","Aldh9a1","promoter",4001,77
"ENSMUSG00000026688.5","Mgst3","promoter",4001,50
"ENSMUSG00000040485.5","Lrrc52","promoter",4001,62
"ENSMUSG00000015843.10","Rxrg","promoter",4001,59
"ENSMUSG00000026686.14","Lmx1a","promoter",4001,188
"ENSMUSG00000093538.2","RP23-45N11.1","promoter",4001,11
"ENSMUSG00000052534.15","Pbx1","promoter",4001,17
"ENSMUSG00000103780.1","RP24-93F24.2","promoter",4001,30
"ENSMUSG00000102594.1","RP24-93F24.1","promoter",4001,30
"ENSMUSG00000098407.1","Mir6348","promoter",4001,21
"ENSMUSG00000103463.1","RP24-496C20.1","promoter",4001,53
"ENSMUSG00000098829.1","Mir6354","promoter",4001,13
"ENSMUSG00000103530.1","RP23-167H24.1","promoter",4001,15
"ENSMUSG00000058622.1","RP23-269F19.1","promoter",4001,27
"ENSMUSG00000026683.14","Nuf2","promoter",4001,38
"ENSMUSG00000103526.1","RP24-570C24.1","promoter",4001,15
"ENSMUSG00000103267.1","RP24-570C24.2","promoter",4001,25
"ENSMUSG00000026678.10","Rgs5","promoter",4001,33
"ENSMUSG00000038530.11","Rgs4","promoter",4001,25
"ENSMUSG00000096772.1","Gm22114","promoter",4001,5
"ENSMUSG00000103110.1","RP23-82I24.1","promoter",4001,36
"ENSMUSG00000070532.5","Ccdc190","promoter",4001,43
"ENSMUSG00000089990.1","AC139673.3","promoter",4001,39
"ENSMUSG00000026675.12","Hsd17b7","promoter",4001,36
"ENSMUSG00000097503.2","RP23-280I2.1","promoter",4001,83
"ENSMUSG00000026674.9","Ddr2","promoter",4001,34
"ENSMUSG00000026670.15","Uap1","promoter",4001,45
"ENSMUSG00000104266.1","RP23-124N16.3","promoter",4001,123
"ENSMUSG00000103908.1","RP23-124N16.4","promoter",4001,122
"ENSMUSG00000026667.14","Uhmk1","promoter",4001,44
"ENSMUSG00000044306.4","AC123650.4","promoter",4001,95
"ENSMUSG00000073494.5","Sh2d1b2","promoter",4001,42
"ENSMUSG00000096964.1","RP23-124N16.2","promoter",4001,75
"ENSMUSG00000102418.1","Sh2d1b1","promoter",4001,12
"ENSMUSG00000102752.1","RP23-124N16.6","promoter",4001,33
"ENSMUSG00000038473.14","Nos1ap","promoter",4001,50
"ENSMUSG00000042800.5","Spata46","promoter",4001,17
"ENSMUSG00000102193.1","RP24-212P5.2","promoter",4001,26
"ENSMUSG00000038463.8","Olfml2b","promoter",4001,81
"ENSMUSG00000026663.6","Atf6","promoter",4001,33
"ENSMUSG00000096310.1","Gm23523","promoter",4001,26
"ENSMUSG00000096547.1","Gm25235","promoter",4001,33
"ENSMUSG00000053925.4","RP23-358M7.2","promoter",4001,91
"ENSMUSG00000026659.13","Dusp12","promoter",4001,21
"ENSMUSG00000096968.1","Gm26620","promoter",4001,66
"ENSMUSG00000070524.1","Fcrlb","promoter",4001,134
"ENSMUSG00000038421.13","Fcrla","promoter",4001,12
"ENSMUSG00000089838.1","AC115959.3","promoter",4001,31
"ENSMUSG00000104386.1","RP24-65D16.2","promoter",4001,19
"ENSMUSG00000026656.15","Fcgr2b","promoter",4001,12
"ENSMUSG00000103676.1","RP24-65D16.3","promoter",4001,27
"ENSMUSG00000104340.1","RP24-65D16.4","promoter",4001,8
"ENSMUSG00000059089.4","Fcgr4","promoter",4001,45
"ENSMUSG00000065905.1","Gm26110","promoter",4001,17
"ENSMUSG00000059498.13","Fcgr3","promoter",4001,24
"ENSMUSG00000099119.1","Mir6546","promoter",4001,211
"ENSMUSG00000098356.1","Gm27552","promoter",4001,254
"ENSMUSG00000098965.1","Gm27844","promoter",4001,260
"ENSMUSG00000026649.14","Cfap126","promoter",4001,54
"ENSMUSG00000058076.12","Sdhc","promoter",4001,35
"ENSMUSG00000056569.10","Mpz","promoter",4001,69
"ENSMUSG00000038370.6","Pcp4l1","promoter",4001,31
"ENSMUSG00000005677.14","Nr1i3","promoter",4001,27
"ENSMUSG00000005674.9","Tomm40l","promoter",4001,60
"ENSMUSG00000005681.12","Apoa2","promoter",4001,34
"ENSMUSG00000058715.11","Fcer1g","promoter",4001,37
"ENSMUSG00000013593.12","Ndufs2","promoter",4001,48
"ENSMUSG00000006403.13","Adamts4","promoter",4001,51
"ENSMUSG00000052423.14","B4galt3","promoter",4001,94
"ENSMUSG00000062729.11","Ppox","promoter",4001,82
"ENSMUSG00000053483.13","Usp21","promoter",4001,105
"ENSMUSG00000062963.10","Ufc1","promoter",4001,102
"ENSMUSG00000079137.3","Rpl27-ps1","promoter",4001,19
"ENSMUSG00000087747.1","Gm25151","promoter",4001,8
"ENSMUSG00000103983.1","RP23-395H6.2","promoter",4001,2
"ENSMUSG00000013973.12","Dedd","promoter",4001,110
"ENSMUSG00000013997.10","Nit1","promoter",4001,31
"ENSMUSG00000006412.10","Pfdn2","promoter",4001,89
"ENSMUSG00000102929.1","RP23-191A19.1","promoter",4001,5
"ENSMUSG00000045259.4","Klhdc9","promoter",4001,71
"ENSMUSG00000103727.1","RP23-191A19.2","promoter",4001,39
"ENSMUSG00000006411.12","Pvrl4","promoter",4001,56
"ENSMUSG00000048865.16","Arhgap30","promoter",4001,55
"ENSMUSG00000026641.13","Usf1","promoter",4001,107
"ENSMUSG00000103711.1","Tstd1","promoter",4001,78
"ENSMUSG00000097045.1","Gm26641","promoter",4001,15
"ENSMUSG00000038235.4","F11r","promoter",4001,77
"ENSMUSG00000091993.2","RP23-116M12.2","promoter",4001,20
"ENSMUSG00000094668.1","Gm24871","promoter",4001,96
"ENSMUSG00000060244.1","Alyref2","promoter",4001,96
"ENSMUSG00000038218.3","RP23-116M12.3","promoter",4001,14
"ENSMUSG00000038209.12","Itln1","promoter",4001,18
"ENSMUSG00000103980.1","RP23-116M12.5","promoter",4001,9
"ENSMUSG00000004709.14","Cd244","promoter",4001,27
"ENSMUSG00000004707.14","Ly9","promoter",4001,18
"ENSMUSG00000038179.13","Slamf7","promoter",4001,15
"ENSMUSG00000103219.1","RP23-116M12.7","promoter",4001,26
"ENSMUSG00000098316.1","Mir7683","promoter",4001,21
"ENSMUSG00000103083.1","RP23-145F9.4","promoter",4001,5
"ENSMUSG00000103137.1","RP23-145F9.2","promoter",4001,49
"ENSMUSG00000015355.13","Cd48","promoter",4001,33
"ENSMUSG00000103883.1","RP23-145F9.3","promoter",4001,8
"ENSMUSG00000059058.7","Tma7-ps","promoter",4001,6
"ENSMUSG00000104224.1","RP23-145F9.5","promoter",4001,4
"ENSMUSG00000104440.1","RP23-145F9.6","promoter",4001,8
"ENSMUSG00000088291.1","Gm26412","promoter",4001,10
"ENSMUSG00000095636.1","Gm22950","promoter",4001,18
"ENSMUSG00000015316.11","Slamf1","promoter",4001,22
"ENSMUSG00000038147.13","Cd84","promoter",4001,14
"ENSMUSG00000073492.2","Gm10521","promoter",4001,3
"ENSMUSG00000104413.1","RP23-77A8.2","promoter",4001,4
"ENSMUSG00000015314.10","Slamf6","promoter",4001,36
"ENSMUSG00000026556.15","Vangl2","promoter",4001,44
"ENSMUSG00000051251.3","Nhlh1","promoter",4001,82
"ENSMUSG00000003458.12","Ncstn","promoter",4001,86
"ENSMUSG00000026553.17","Copa","promoter",4001,75
"ENSMUSG00000102779.1","RP23-244J9.1","promoter",4001,22
"ENSMUSG00000103380.1","RP23-244J9.2","promoter",4001,33
"ENSMUSG00000003464.13","Pex19","promoter",4001,66
"ENSMUSG00000089803.3","AC074310.4","promoter",4001,33
"ENSMUSG00000026554.15","Dcaf8","promoter",4001,110
"ENSMUSG00000013698.12","Pea15a","promoter",4001,40
"ENSMUSG00000007122.11","Casq1","promoter",4001,43
"ENSMUSG00000092085.1","RP23-137I20.2","promoter",4001,44
"ENSMUSG00000007107.6","Atp1a4","promoter",4001,35
"ENSMUSG00000103617.1","RP23-140E19.1","promoter",4001,38
"ENSMUSG00000038034.15","Igsf8","promoter",4001,24
"ENSMUSG00000007097.14","Atp1a2","promoter",4001,29
"ENSMUSG00000038026.12","Kcnj9","promoter",4001,63
"ENSMUSG00000102413.1","RP23-140E19.3","promoter",4001,56
"ENSMUSG00000044708.5","Kcnj10","promoter",4001,81
"ENSMUSG00000050229.3","Pigm","promoter",4001,144
"ENSMUSG00000102278.1","RP23-157J4.3","promoter",4001,14
"ENSMUSG00000103357.1","RP24-144H23.4","promoter",4001,34
"ENSMUSG00000026548.4","Slamf9","promoter",4001,28
"ENSMUSG00000037995.15","Igsf9","promoter",4001,83
"ENSMUSG00000026547.15","Tagln2","promoter",4001,127
"ENSMUSG00000104351.1","RP24-144H23.5","promoter",4001,63
"ENSMUSG00000026546.16","Cfap45","promoter",4001,53
"ENSMUSG00000085184.9","RP24-144H23.1","promoter",4001,34
"ENSMUSG00000049598.9","Vsig8","promoter",4001,48
"ENSMUSG00000053318.7","Slamf8","promoter",4001,28
"ENSMUSG00000070504.9","Fcrl6","promoter",4001,11
"ENSMUSG00000026544.6","Dusp23","promoter",4001,66
"ENSMUSG00000060128.5","RP23-374I10.4","promoter",4001,31
"ENSMUSG00000088813.1","Gm22383","promoter",4001,20
"ENSMUSG00000037942.5","Crp","promoter",4001,18
"ENSMUSG00000102430.1","RP23-424K5.1","promoter",4001,20
"ENSMUSG00000070182.1","Gm24817","promoter",4001,2
"ENSMUSG00000102701.1","RP23-424K5.2","promoter",4001,4
"ENSMUSG00000026542.6","Apcs","promoter",4001,17
"ENSMUSG00000077252.1","Gm26077","promoter",4001,8
"ENSMUSG00000037924.6","Olfr16","promoter",4001,11
"ENSMUSG00000106730.1","RP23-127L7.9","promoter",4001,21
"ENSMUSG00000107139.1","RP23-127L7.8","promoter",4001,13
"ENSMUSG00000103338.1","Olfr1409-ps1","promoter",4001,16
