genebody,chrom,end,start
ENSMUSG00000097331.2,chr10,127202643,127195249
ENSMUSG00000025417.8,chr10,127211585,127197067
ENSMUSG00000074657.5,chr10,127263348,127225696
ENSMUSG00000025410.10,chr10,127281950,127266368
ENSMUSG00000025409.14,chr10,127289018,127281956
ENSMUSG00000092593.1,chr10,127289681,127288514
ENSMUSG00000092384.7,chr10,127290788,127289696
ENSMUSG00000025408.15,chr10,127296288,127290774
ENSMUSG00000116429.1,chr10,127293753,127290829
ENSMUSG00000040354.14,chr10,127311786,127296221
ENSMUSG00000098057.1,chr10,127314148,127313149
ENSMUSG00000040345.10,chr10,127329943,127321964
ENSMUSG00000025407.7,chr10,127341974,127329882
ENSMUSG00000112426.1,chr10,127370406,127332391
ENSMUSG00000047492.5,chr10,127354411,127348857
ENSMUSG00000025405.9,chr10,127370431,127356322
ENSMUSG00000025404.15,chr10,127499384,127380327
ENSMUSG00000089369.1,chr10,127404392,127404284
ENSMUSG00000040287.9,chr10,127508823,127501686
ENSMUSG00000040280.10,chr10,127517154,127514967
ENSMUSG00000025403.5,chr10,127522444,127517123
ENSMUSG00000040258.6,chr10,127534559,127525473
ENSMUSG00000040249.15,chr10,127621148,127538161
ENSMUSG00000086499.1,chr10,127597870,127596548
ENSMUSG00000112696.1,chr10,127636387,127635913
ENSMUSG00000002147.18,chr10,127660957,127642986
ENSMUSG00000025402.12,chr10,127668568,127660918
ENSMUSG00000085731.1,chr10,127665484,127663839
ENSMUSG00000040195.11,chr10,127701049,127666901
ENSMUSG00000087163.1,chr10,127676724,127671604
ENSMUSG00000025401.9,chr10,127720940,127705170
ENSMUSG00000025400.11,chr10,127731768,127724478
ENSMUSG00000044617.8,chr10,127747349,127739538
ENSMUSG00000058396.7,chr10,127751732,127747276
ENSMUSG00000089789.1,chr10,127768297,127759721
ENSMUSG00000099009.1,chr10,127792694,127759787
ENSMUSG00000056148.8,chr10,127792697,127776386
ENSMUSG00000069456.4,chr10,127846565,127801152
ENSMUSG00000054031.13,chr10,127843938,127824284
ENSMUSG00000054052.5,chr10,127861176,127849928
ENSMUSG00000074639.6,chr10,127877317,127866474
ENSMUSG00000040134.8,chr10,127888817,127884028
ENSMUSG00000040127.13,chr10,127911761,127898518
ENSMUSG00000085993.2,chr10,127921366,127921069
ENSMUSG00000090036.1,chr10,127948560,127948219
ENSMUSG00000088687.1,chr10,127953175,127953045
ENSMUSG00000112446.1,chr10,127961929,127961556
ENSMUSG00000025396.7,chr10,128007611,127990936
ENSMUSG00000112909.1,chr10,128012132,128011776
ENSMUSG00000025395.14,chr10,128030037,128015168
ENSMUSG00000061315.14,chr10,128048637,128035575
ENSMUSG00000071072.12,chr10,128077272,128058954
ENSMUSG00000111947.1,chr10,128082970,128081354
ENSMUSG00000025393.12,chr10,128090391,128083273
ENSMUSG00000064778.1,chr10,128084216,128084143
ENSMUSG00000104755.1,chr10,128085363,128085286
ENSMUSG00000093245.1,chr10,128085360,128085289
ENSMUSG00000040054.16,chr10,128129303,128091577
ENSMUSG00000040043.16,chr10,128180297,128131558
ENSMUSG00000112553.1,chr10,128190883,128190529
ENSMUSG00000044005.13,chr10,128210004,128194457
ENSMUSG00000051346.9,chr10,128211807,128209908
ENSMUSG00000025389.7,chr10,128231812,128225838
ENSMUSG00000097526.1,chr10,128232790,128230590
ENSMUSG00000039994.15,chr10,128252941,128232065
ENSMUSG00000051716.6,chr10,128255896,128254096
ENSMUSG00000047631.3,chr10,128270153,128268671
ENSMUSG00000040033.16,chr10,128292849,128270559
ENSMUSG00000025383.2,chr10,128298752,128296139
ENSMUSG00000064948.1,chr10,128299524,128299419
ENSMUSG00000005682.9,chr10,128321358,128303335
ENSMUSG00000025381.3,chr10,128327553,128322459
ENSMUSG00000005683.8,chr10,128362479,128337734
ENSMUSG00000089313.2,chr10,128349375,128349241
ENSMUSG00000039914.6,chr10,128368997,128363100
ENSMUSG00000014498.9,chr10,128408704,128377115
ENSMUSG00000088393.1,chr10,128377899,128377831
ENSMUSG00000098701.1,chr10,128382906,128382838
ENSMUSG00000106600.1,chr10,128388900,128388832
ENSMUSG00000090761.1,chr10,128395563,128391842
ENSMUSG00000039878.13,chr10,128401229,128395931
ENSMUSG00000025374.13,chr10,128411492,128401395
ENSMUSG00000094650.1,chr10,128402833,128402758
ENSMUSG00000025373.14,chr10,128441441,128411657
ENSMUSG00000088151.1,chr10,128436044,128435914
ENSMUSG00000098957.1,chr10,128458768,128458680
ENSMUSG00000025369.15,chr10,128490482,128459248
ENSMUSG00000090841.2,chr10,128494145,128490860
ENSMUSG00000039824.4,chr10,128498685,128494157
ENSMUSG00000097353.1,chr10,128504242,128499364
ENSMUSG00000025366.8,chr10,128525871,128509965
ENSMUSG00000099292.1,chr10,128512030,128511968
ENSMUSG00000100548.1,chr10,128545359,128522263
ENSMUSG00000039810.11,chr10,128547774,128541963
ENSMUSG00000093674.7,chr10,128549305,128548114
ENSMUSG00000112850.1,chr10,128550813,128549694
ENSMUSG00000025364.13,chr10,128565987,128557766
ENSMUSG00000105001.1,chr10,128559319,128559201
ENSMUSG00000018166.8,chr10,128589652,128567523
ENSMUSG00000098592.1,chr10,128584497,128584437
ENSMUSG00000111936.1,chr10,128598623,128595615
ENSMUSG00000112068.1,chr10,128616039,128615401
ENSMUSG00000025362.6,chr10,128626747,128624534
ENSMUSG00000002578.17,chr10,128645991,128630843
ENSMUSG00000097372.1,chr10,128649811,128645884
ENSMUSG00000112365.1,chr10,128669315,128651259
ENSMUSG00000049858.8,chr10,128674073,128669894
ENSMUSG00000000711.3,chr10,128696264,128677175
ENSMUSG00000025358.16,chr10,128705031,128697939
ENSMUSG00000025359.10,chr10,128720238,128704195
ENSMUSG00000025357.8,chr10,128744855,128720134
ENSMUSG00000064030.15,chr10,128766564,128747889
ENSMUSG00000045055.5,chr10,128777250,128776371
ENSMUSG00000112429.1,chr10,128801393,128789429
ENSMUSG00000025355.7,chr10,128800824,128790910
ENSMUSG00000047090.13,chr10,128804370,128800036
ENSMUSG00000025354.5,chr10,128819446,128804062
ENSMUSG00000078427.3,chr10,128877629,128817333
ENSMUSG00000025353.5,chr10,128821645,128817902
ENSMUSG00000025352.6,chr10,128891718,128882295
ENSMUSG00000025351.14,chr10,128912822,128900989
ENSMUSG00000025350.15,chr10,128922888,128913593
ENSMUSG00000090247.7,chr10,128924035,128917882
ENSMUSG00000025348.9,chr10,128958282,128933818
ENSMUSG00000088768.1,chr10,128945004,128944905
ENSMUSG00000025347.4,chr10,128960988,128958274
ENSMUSG00000097691.1,chr10,128978115,128971197
ENSMUSG00000069430.3,chr10,128992102,128989431
ENSMUSG00000063374.4,chr10,129013313,129010791
ENSMUSG00000107648.4,chr10,129039896,129032697
ENSMUSG00000056853.3,chr10,129049998,129044817
ENSMUSG00000107748.4,chr10,129068977,129061853
ENSMUSG00000059762.4,chr10,129082910,129074825
ENSMUSG00000050198.4,chr10,129099375,129090222
ENSMUSG00000042801.5,chr10,129117861,129108952
ENSMUSG00000047868.6,chr10,129138998,129132578
ENSMUSG00000061367.3,chr10,129164751,129160003
ENSMUSG00000107662.2,chr10,129177921,129172573
ENSMUSG00000084732.1,chr10,129172877,129172573
ENSMUSG00000096000.1,chr10,129187419,129186484
ENSMUSG00000096229.3,chr10,129239403,129236204
ENSMUSG00000096220.2,chr10,129253924,129248412
ENSMUSG00000095483.2,chr10,129264298,129259127
ENSMUSG00000062914.3,chr10,129271485,129264407
ENSMUSG00000107803.1,chr10,129288999,129288793
ENSMUSG00000077280.1,chr10,129302224,129302091
ENSMUSG00000044537.8,chr10,129312108,129311180
ENSMUSG00000049573.3,chr10,129324141,129318117
ENSMUSG00000095138.3,chr10,129333844,129328854
ENSMUSG00000095075.2,chr10,129352144,129348850
ENSMUSG00000107790.1,chr10,129377401,129376961
ENSMUSG00000094347.2,chr10,129390198,129384083
ENSMUSG00000111732.1,chr10,129411193,129405426
ENSMUSG00000095696.3,chr10,129439080,129427306
ENSMUSG00000096497.2,chr10,129467485,129461862
ENSMUSG00000049217.4,chr10,129476618,129470998
ENSMUSG00000111273.1,chr10,129490542,129484752
ENSMUSG00000044025.6,chr10,129503342,129498492
ENSMUSG00000047626.4,chr10,129528353,129521792
ENSMUSG00000094496.2,chr10,129542534,129539162
ENSMUSG00000107615.1,chr10,129548554,129547660
ENSMUSG00000044293.5,chr10,129573110,129567655
ENSMUSG00000107555.1,chr10,129579442,129578680
ENSMUSG00000076964.1,chr10,129582895,129582786
ENSMUSG00000052012.6,chr10,129612570,129605492
ENSMUSG00000107400.1,chr10,129622612,129622198
ENSMUSG00000095002.3,chr10,129627934,129622615
ENSMUSG00000094734.2,chr10,129648326,129637484
ENSMUSG00000108114.2,chr10,129662074,129657694
ENSMUSG00000058513.7,chr10,129673865,129666989
ENSMUSG00000093866.3,chr10,129688169,129677683
ENSMUSG00000046041.4,chr10,129694286,129690621
ENSMUSG00000088147.1,chr10,129696101,129695978
ENSMUSG00000095401.2,chr10,129710018,129703210
ENSMUSG00000096858.4,chr10,129729375,129721221
ENSMUSG00000094702.1,chr10,129733298,129733232
ENSMUSG00000071065.6,chr10,129741921,129735571
ENSMUSG00000050478.3,chr10,129757793,129754092
ENSMUSG00000049894.3,chr10,129771713,129765482
ENSMUSG00000050251.5,chr10,129778937,129774638
ENSMUSG00000069421.4,chr10,129794917,129787289
ENSMUSG00000063173.2,chr10,129804396,129800615
ENSMUSG00000049052.4,chr10,129846094,129841418
ENSMUSG00000052818.5,chr10,129858722,129855367
ENSMUSG00000059134.2,chr10,129879851,129871473
ENSMUSG00000061961.3,chr10,129905867,129900570
ENSMUSG00000063715.2,chr10,129915597,129909163
ENSMUSG00000107399.2,chr10,129930481,129925158
ENSMUSG00000058071.4,chr10,129949100,129944396
ENSMUSG00000094295.3,chr10,129967266,129963011
ENSMUSG00000095608.3,chr10,129976140,129973831
ENSMUSG00000094632.3,chr10,129985062,129980075
ENSMUSG00000107423.1,chr10,129988330,129988142
ENSMUSG00000048745.3,chr10,130021286,130012621
ENSMUSG00000044897.3,chr10,130035071,130030348
ENSMUSG00000058251.3,chr10,130076909,130071210
ENSMUSG00000108253.1,chr10,130093844,130093093
ENSMUSG00000096747.2,chr10,130115383,130111527
ENSMUSG00000098216.1,chr10,130121209,130120239
ENSMUSG00000095804.2,chr10,130130000,130123470
ENSMUSG00000108134.1,chr10,130149977,130140042
ENSMUSG00000058084.5,chr10,130166766,130159732
ENSMUSG00000112688.1,chr10,130163961,130163679
ENSMUSG00000059862.4,chr10,130184186,130178471
ENSMUSG00000045559.6,chr10,130214403,130203049
ENSMUSG00000048015.4,chr10,130280240,130268152
ENSMUSG00000034833.10,chr10,130364111,130322870
ENSMUSG00000070601.4,chr10,130394241,130385316
ENSMUSG00000040540.6,chr10,130413309,130412499
ENSMUSG00000092048.2,chr10,130429612,130417772
ENSMUSG00000092162.2,chr10,130455894,130445707
ENSMUSG00000112712.1,chr10,130470609,130469511
ENSMUSG00000091511.2,chr10,130497379,130471332
ENSMUSG00000112195.1,chr10,130535961,130535562
ENSMUSG00000112742.1,chr10,130571793,130542347
ENSMUSG00000096766.1,chr10,130557464,130557348
ENSMUSG00000093816.1,chr10,130592244,130592136
ENSMUSG00000096755.2,chr10,130592705,130592157
ENSMUSG00000082286.10,chr11,3131004,3125904
ENSMUSG00000023764.18,chr11,3193463,3131850
ENSMUSG00000087111.1,chr11,3143363,3142048
ENSMUSG00000081208.1,chr11,3150955,3149742
ENSMUSG00000020457.13,chr11,3266415,3187360
ENSMUSG00000086049.1,chr11,3194263,3193516
ENSMUSG00000082658.1,chr11,3196824,3196454
ENSMUSG00000020454.17,chr11,3244588,3202392
ENSMUSG00000020453.17,chr11,3309083,3288874
ENSMUSG00000053263.3,chr11,3331178,3305426
ENSMUSG00000084941.1,chr11,3320722,3308996
ENSMUSG00000034614.14,chr11,3342971,3330401
ENSMUSG00000020451.17,chr11,3409189,3344256
ENSMUSG00000087055.1,chr11,3354911,3353573
ENSMUSG00000020448.16,chr11,3452363,3415982
ENSMUSG00000034587.8,chr11,3479831,3452365
ENSMUSG00000081059.3,chr11,3471377,3470902
ENSMUSG00000088519.1,chr11,3474401,3474285
ENSMUSG00000034579.17,chr11,3499350,3488284
ENSMUSG00000034570.12,chr11,3504821,3494375
ENSMUSG00000075702.9,chr11,3517351,3514684
ENSMUSG00000020439.17,chr11,3540612,3517523
ENSMUSG00000087291.1,chr11,3536856,3530157
ENSMUSG00000084962.1,chr11,3534907,3534238
ENSMUSG00000084211.1,chr11,3625848,3625477
ENSMUSG00000084310.1,chr11,3629661,3628824
ENSMUSG00000079889.4,chr11,3633442,3633012
ENSMUSG00000056579.18,chr11,3649673,3639785
ENSMUSG00000099081.1,chr11,3644952,3644776
ENSMUSG00000098265.1,chr11,3645521,3645286
ENSMUSG00000098503.1,chr11,3647029,3646942
ENSMUSG00000098948.1,chr11,3647325,3647179
ENSMUSG00000034543.14,chr11,3690477,3649494
ENSMUSG00000088250.1,chr11,3656791,3656663
ENSMUSG00000083015.1,chr11,3698326,3697430
ENSMUSG00000020435.17,chr11,3863903,3703731
ENSMUSG00000088352.1,chr11,3788990,3788892
ENSMUSG00000084077.1,chr11,3873775,3872955
ENSMUSG00000020434.4,chr11,3895098,3886088
ENSMUSG00000047205.12,chr11,3901296,3895240
ENSMUSG00000048807.2,chr11,3914664,3907021
ENSMUSG00000020432.12,chr11,3932159,3917192
ENSMUSG00000034493.1,chr11,3976778,3937541
ENSMUSG00000082816.1,chr11,3952716,3951714
ENSMUSG00000020430.12,chr11,3980004,3963975
ENSMUSG00000049721.14,chr11,3999326,3983636
ENSMUSG00000084170.1,chr11,4002805,4002457
ENSMUSG00000019368.13,chr11,4048024,4031462
ENSMUSG00000054986.13,chr11,4077736,4064841
ENSMUSG00000004748.5,chr11,4095445,4091480
ENSMUSG00000003585.13,chr11,4123415,4097039
ENSMUSG00000082364.1,chr11,4108224,4107755
ENSMUSG00000083838.1,chr11,4130150,4129372
ENSMUSG00000003581.14,chr11,4141172,4135202
ENSMUSG00000093080.1,chr11,4139446,4139364
ENSMUSG00000051427.14,chr11,4160293,4141123
ENSMUSG00000002129.11,chr11,4182541,4160350
ENSMUSG00000034412.13,chr11,4215505,4186789
ENSMUSG00000020424.3,chr11,4222409,4218225
ENSMUSG00000084012.1,chr11,4231265,4230754
ENSMUSG00000058755.3,chr11,4241026,4236420
ENSMUSG00000034394.14,chr11,4272514,4257557
ENSMUSG00000085559.1,chr11,4281931,4274089
ENSMUSG00000085512.1,chr11,4286939,4285460
ENSMUSG00000065627.1,chr11,4324255,4324149
ENSMUSG00000020419.11,chr11,4441105,4345814
ENSMUSG00000034354.17,chr11,4594863,4480868
ENSMUSG00000081974.3,chr11,4564637,4561780
ENSMUSG00000079010.1,chr11,4621698,4620067
ENSMUSG00000056288.11,chr11,4630011,4620275
ENSMUSG00000020412.16,chr11,4685699,4637747
ENSMUSG00000059534.8,chr11,4704342,4701973
ENSMUSG00000009076.10,chr11,4737669,4704678
ENSMUSG00000009075.2,chr11,4746778,4736892
ENSMUSG00000009073.16,chr11,4849536,4765845
ENSMUSG00000034285.15,chr11,4894200,4873951
ENSMUSG00000098296.1,chr11,4891402,4891345
ENSMUSG00000034274.11,chr11,4928867,4895320
ENSMUSG00000084381.1,chr11,4919003,4918510
ENSMUSG00000020396.8,chr11,4948064,4938754
ENSMUSG00000009090.17,chr11,5042791,4986824
ENSMUSG00000104880.1,chr11,5038307,5038204
ENSMUSG00000088634.1,chr11,5038307,5038211
ENSMUSG00000034201.13,chr11,5065327,5054132
ENSMUSG00000034209.4,chr11,5060385,5058128
ENSMUSG00000009079.16,chr11,5099266,5069689
ENSMUSG00000034175.13,chr11,5106093,5098926
ENSMUSG00000034164.17,chr11,5152257,5106265
ENSMUSG00000020393.16,chr11,5261558,5191552
ENSMUSG00000064632.1,chr11,5251956,5251850
ENSMUSG00000041961.14,chr11,5444847,5276324
ENSMUSG00000085232.3,chr11,5495446,5495192
ENSMUSG00000085189.1,chr11,5505699,5498840
ENSMUSG00000020484.18,chr11,5525893,5520659
ENSMUSG00000020482.4,chr11,5542187,5528887
ENSMUSG00000077304.1,chr11,5560735,5560606
ENSMUSG00000020481.15,chr11,5689337,5569684
ENSMUSG00000081021.1,chr11,5634582,5634139
ENSMUSG00000081691.1,chr11,5678632,5678356
ENSMUSG00000020477.10,chr11,5715680,5703983
ENSMUSG00000049680.17,chr11,5762376,5713417
ENSMUSG00000083844.8,chr11,5784710,5762129
ENSMUSG00000020476.14,chr11,5800962,5788488
ENSMUSG00000020475.3,chr11,5803733,5801640
ENSMUSG00000080904.1,chr11,5818583,5818497
ENSMUSG00000020474.11,chr11,5838016,5827860
ENSMUSG00000020473.13,chr11,5872088,5861947
ENSMUSG00000020471.11,chr11,5878292,5872180
ENSMUSG00000020469.8,chr11,5898782,5896637
ENSMUSG00000041798.15,chr11,5950081,5900820
ENSMUSG00000084819.1,chr11,5916731,5915315
ENSMUSG00000002741.9,chr11,5967780,5955693
ENSMUSG00000057897.14,chr11,6066362,5969644
ENSMUSG00000053838.14,chr11,6200415,6105691
ENSMUSG00000083022.1,chr11,6173036,6172644
ENSMUSG00000083209.1,chr11,6183034,6182679
ENSMUSG00000096923.1,chr11,6201643,6200029
ENSMUSG00000020447.5,chr11,6230143,6211013
ENSMUSG00000081153.1,chr11,6242721,6242378
ENSMUSG00000004393.10,chr11,6267772,6258919
ENSMUSG00000004394.12,chr11,6274870,6270369
ENSMUSG00000077524.1,chr11,6273424,6273311
ENSMUSG00000020456.17,chr11,6356642,6291633
ENSMUSG00000041164.15,chr11,6406158,6389074
ENSMUSG00000098516.1,chr11,6401693,6401630
ENSMUSG00000071866.12,chr11,6419817,6415443
ENSMUSG00000041126.16,chr11,6444443,6427229
ENSMUSG00000079988.2,chr11,6446537,6446218
ENSMUSG00000083693.1,chr11,6453438,6453151
ENSMUSG00000084280.1,chr11,6455905,6455517
ENSMUSG00000094483.2,chr11,6475917,6467599
ENSMUSG00000092885.1,chr11,6472277,6472225
ENSMUSG00000086839.7,chr11,6493535,6475425
ENSMUSG00000020437.12,chr11,6520965,6506548
ENSMUSG00000085156.7,chr11,6528760,6525591
ENSMUSG00000064513.1,chr11,6528165,6528033
ENSMUSG00000088688.1,chr11,6546235,6546147
ENSMUSG00000000378.15,chr11,6596744,6546887
ENSMUSG00000084231.1,chr11,6559503,6559023
ENSMUSG00000041073.10,chr11,6606053,6597823
ENSMUSG00000000384.15,chr11,6626067,6615598
ENSMUSG00000064495.1,chr11,6619940,6619808
ENSMUSG00000065686.1,chr11,6620454,6620319
ENSMUSG00000000381.10,chr11,6638637,6635482
ENSMUSG00000086373.8,chr11,6660233,6650148
ENSMUSG00000041046.7,chr11,6677475,6658521
ENSMUSG00000083075.1,chr11,6686809,6685824
ENSMUSG00000086808.1,chr11,6720037,6716001
ENSMUSG00000080833.1,chr11,6719495,6718918
ENSMUSG00000083819.1,chr11,6783138,6781678
ENSMUSG00000082579.1,chr11,6786580,6785838
ENSMUSG00000082897.1,chr11,6825809,6825496
ENSMUSG00000099102.1,chr11,6837654,6835626
ENSMUSG00000082333.1,chr11,6862304,6861539
ENSMUSG00000020431.5,chr11,7178506,7063489
ENSMUSG00000087512.2,chr11,7188569,7183153
ENSMUSG00000020429.7,chr11,7202546,7197782
ENSMUSG00000020427.11,chr11,7213923,7206086
ENSMUSG00000087637.1,chr11,7290374,7270351
ENSMUSG00000098853.1,chr11,7886505,7886444
ENSMUSG00000084318.1,chr11,7995852,7994164
ENSMUSG00000089247.1,chr11,8005016,8004942
ENSMUSG00000082459.1,chr11,8114094,8112363
ENSMUSG00000083553.1,chr11,8383853,8383182
ENSMUSG00000020422.13,chr11,8664535,8431652
ENSMUSG00000081539.1,chr11,8806848,8805952
ENSMUSG00000046634.12,chr11,8973266,8826708
ENSMUSG00000082095.1,chr11,8885296,8884223
ENSMUSG00000020413.11,chr11,9011191,8993137
ENSMUSG00000040985.13,chr11,9048991,9016054
ENSMUSG00000040978.4,chr11,9069356,9048594
ENSMUSG00000020407.13,chr11,9136170,9118103
ENSMUSG00000101841.1,chr11,9150597,9149778
ENSMUSG00000004668.14,chr11,9684259,9191942
ENSMUSG00000104137.1,chr11,9705623,9705261
ENSMUSG00000081629.1,chr11,9737621,9737152
ENSMUSG00000082312.1,chr11,10240251,10239337
ENSMUSG00000084045.1,chr11,10377082,10376770
ENSMUSG00000050830.17,chr11,11268931,11114223
ENSMUSG00000088861.1,chr11,11140643,11140514
ENSMUSG00000020193.3,chr11,11462408,11279626
ENSMUSG00000082875.1,chr11,11313262,11312433
ENSMUSG00000064766.1,chr11,11427512,11427385
ENSMUSG00000081325.1,chr11,11437775,11436984
ENSMUSG00000020191.11,chr11,11515192,11462094
ENSMUSG00000087452.1,chr11,11579460,11557421
ENSMUSG00000062511.6,chr11,11627835,11589223
ENSMUSG00000085652.1,chr11,11685400,11642203
ENSMUSG00000018654.17,chr11,11772926,11685003
ENSMUSG00000073145.6,chr11,11696439,11695133
ENSMUSG00000035455.12,chr11,11808962,11787431
ENSMUSG00000020182.16,chr11,11898144,11814101
ENSMUSG00000086391.1,chr11,11885321,11868123
ENSMUSG00000087990.2,chr11,11913748,11913621
ENSMUSG00000020176.17,chr11,12038683,11930508
ENSMUSG00000064802.1,chr11,12054303,12054148
ENSMUSG00000083527.1,chr11,12127998,12125090
ENSMUSG00000020173.17,chr11,12464960,12236608
ENSMUSG00000086584.8,chr11,12351028,12314514
ENSMUSG00000089034.1,chr11,12677073,12676933
ENSMUSG00000088509.1,chr11,12692942,12692813
ENSMUSG00000083859.1,chr11,12937938,12936834
ENSMUSG00000084055.1,chr11,12998383,12997666
ENSMUSG00000085452.1,chr11,14179041,14072103
ENSMUSG00000081631.1,chr11,14162457,14162079
ENSMUSG00000080734.1,chr11,14488015,14487613
ENSMUSG00000085561.1,chr11,14599225,14560355
ENSMUSG00000084135.4,chr11,14600314,14599276
ENSMUSG00000083427.1,chr11,14723213,14722617
ENSMUSG00000082156.1,chr11,14780781,14780027
ENSMUSG00000084183.1,chr11,15050257,15049158
ENSMUSG00000064746.1,chr11,15412406,15412300
ENSMUSG00000089359.1,chr11,15452551,15452422
ENSMUSG00000083292.1,chr11,15489473,15482306
ENSMUSG00000104323.1,chr11,16038428,16037793
ENSMUSG00000082410.1,chr11,16237546,16236929
ENSMUSG00000048834.16,chr11,16427310,16257724
ENSMUSG00000083925.1,chr11,16440319,16439254
ENSMUSG00000078974.10,chr11,16508484,16500530
ENSMUSG00000084347.3,chr11,16515981,16514533
ENSMUSG00000101316.1,chr11,16636066,16635109
ENSMUSG00000081332.1,chr11,16643921,16643009
ENSMUSG00000076337.1,chr11,16645538,16645438
ENSMUSG00000064831.1,chr11,16732711,16732605
ENSMUSG00000020122.16,chr11,16918158,16752203
ENSMUSG00000085091.1,chr11,16830702,16815431
ENSMUSG00000087060.7,chr11,16951282,16935154
ENSMUSG00000044966.4,chr11,16954772,16951375
ENSMUSG00000020120.15,chr11,17052381,16971206
ENSMUSG00000083752.1,chr11,17022080,17017852
ENSMUSG00000044629.5,chr11,17079371,17051586
ENSMUSG00000082099.1,chr11,17095644,17095490
ENSMUSG00000033953.10,chr11,17200375,17159263
ENSMUSG00000078970.5,chr11,17233796,17182107
ENSMUSG00000020116.7,chr11,17211568,17203198
ENSMUSG00000000581.8,chr11,17269176,17257579
ENSMUSG00000082797.3,chr11,17298419,17297577
ENSMUSG00000087833.1,chr11,17548609,17548286
ENSMUSG00000082411.1,chr11,17639183,17638503
ENSMUSG00000016984.7,chr11,17953875,17938756
ENSMUSG00000086468.1,chr11,17959578,17953970
ENSMUSG00000084413.1,chr11,17974790,17973788
ENSMUSG00000085453.1,chr11,18103384,18095986
ENSMUSG00000080826.1,chr11,18206944,18206413
ENSMUSG00000081302.1,chr11,18327671,18325630
ENSMUSG00000102178.1,chr11,18436836,18436242
ENSMUSG00000085675.1,chr11,18493255,18467479
ENSMUSG00000082852.2,chr11,18509940,18508037
ENSMUSG00000081101.1,chr11,18578479,18577227
ENSMUSG00000085806.1,chr11,18710222,18595248
ENSMUSG00000065384.1,chr11,18738796,18738695
ENSMUSG00000099449.1,chr11,18756757,18752558
ENSMUSG00000089390.1,chr11,18802422,18802254
ENSMUSG00000085743.1,chr11,18874309,18845851
ENSMUSG00000020160.18,chr11,19018985,18879817
ENSMUSG00000104184.1,chr11,18887791,18884623
ENSMUSG00000104244.1,chr11,18889840,18888261
ENSMUSG00000103828.1,chr11,19006473,19005607
ENSMUSG00000084085.2,chr11,19011183,19009128
ENSMUSG00000087507.1,chr11,19015154,19013817
ENSMUSG00000086025.1,chr11,19075740,19065276
ENSMUSG00000102585.1,chr11,19117434,19116579
ENSMUSG00000081054.1,chr11,19361069,19360926
ENSMUSG00000082737.3,chr11,19384708,19383685
ENSMUSG00000086911.1,chr11,19628061,19626761
ENSMUSG00000089210.1,chr11,19693298,19693155
ENSMUSG00000082100.1,chr11,19721472,19720355
ENSMUSG00000083601.1,chr11,19750066,19749419
ENSMUSG00000081820.1,chr11,19784483,19783652
ENSMUSG00000045671.17,chr11,20024026,19924375
ENSMUSG00000020152.7,chr11,20112913,20062304
ENSMUSG00000081346.1,chr11,20142790,20142568
ENSMUSG00000085035.1,chr11,20146344,20145567
ENSMUSG00000084442.1,chr11,20194735,20194633
ENSMUSG00000020149.17,chr11,20226856,20201432
ENSMUSG00000044066.14,chr11,20249429,20227037
ENSMUSG00000083792.1,chr11,20290383,20290063
ENSMUSG00000020142.12,chr11,20332713,20302180
ENSMUSG00000078965.5,chr11,20336013,20335012
ENSMUSG00000083878.3,chr11,20446810,20446412
ENSMUSG00000049800.13,chr11,20653021,20543253
ENSMUSG00000083555.1,chr11,20575189,20574567
ENSMUSG00000049659.15,chr11,20741589,20685084
ENSMUSG00000084252.1,chr11,20729949,20729420
ENSMUSG00000042363.14,chr11,20831056,20823576
ENSMUSG00000086749.1,chr11,20831919,20831481
ENSMUSG00000082157.1,chr11,20847682,20847476
ENSMUSG00000064671.1,chr11,20847881,20847753
ENSMUSG00000096061.1,chr11,20937701,20937576
ENSMUSG00000020134.13,chr11,21150323,21091291
ENSMUSG00000084362.1,chr11,21099827,21099534
ENSMUSG00000088223.1,chr11,21197976,21197708
ENSMUSG00000084259.1,chr11,21206946,21206410
ENSMUSG00000082898.1,chr11,21228256,21227655
ENSMUSG00000020128.15,chr11,21321136,21239281
ENSMUSG00000089155.1,chr11,21249560,21249422
ENSMUSG00000081868.1,chr11,21280224,21280045
ENSMUSG00000084048.1,chr11,21295860,21295560
ENSMUSG00000001891.16,chr11,21371201,21321138
ENSMUSG00000089555.1,chr11,21344675,21344588
ENSMUSG00000087253.1,chr11,21374161,21370400
ENSMUSG00000084412.1,chr11,21451354,21451142
ENSMUSG00000082607.1,chr11,21491886,21491314
ENSMUSG00000082040.1,chr11,21493955,21493625
ENSMUSG00000078962.4,chr11,21511178,21494730
ENSMUSG00000020321.15,chr11,21572367,21556787
ENSMUSG00000093168.1,chr11,21564649,21564561
ENSMUSG00000020319.9,chr11,21898989,21572235
ENSMUSG00000083761.1,chr11,21684056,21683308
ENSMUSG00000084004.1,chr11,21877950,21877007
ENSMUSG00000082874.4,chr11,21953703,21953140
ENSMUSG00000005917.15,chr11,22002897,21994764
ENSMUSG00000042302.14,chr11,22342292,22005828
ENSMUSG00000083580.1,chr11,22388196,22386292
ENSMUSG00000085856.1,chr11,22439775,22438821
ENSMUSG00000085021.1,chr11,22491363,22483608
ENSMUSG00000049904.7,chr11,22519234,22512088
ENSMUSG00000097173.1,chr11,22610879,22600335
ENSMUSG00000086256.1,chr11,22618487,22617408
ENSMUSG00000083008.1,chr11,22626664,22626375
