"gene_id","chromosome","end","start","Cpg_number","Gene_length","gene_name","var_dim"
"ENSMUSG00000091373.4","chr17",36067753,36066107,"21",1647,"RP24-443D19.9","genebody"
"ENSMUSG00000091375.1","chr5",109297556,109286268,"38",11289,"Vmn2r15","genebody"
"ENSMUSG00000091376.1","chr3",60025420,60006742,"74",18679,"Aadacl2","genebody"
"ENSMUSG00000091378.1","chr19",59948398,59943721,"62",4678,"RP23-117I10.1","genebody"
"ENSMUSG00000091381.2","chr10",79492154,79468942,"70",23213,"Vmn2r83","genebody"
"ENSMUSG00000091382.2","chr6",57395783,57376659,"55",19125,"Vmn1r18","genebody"
"ENSMUSG00000091383.2","chr13",51203065,51202726,"39",340,"RP23-390G1.4","genebody"
"ENSMUSG00000091386.2","chr6",43095584,43067307,"111",28278,"Olfr443-ps1","genebody"
"ENSMUSG00000091387.2","chr13",96950906,96924688,"411",26219,"Gcnt4","genebody"
"ENSMUSG00000091390.1","chr17",57047143,57041774,"41",5370,"RP24-116C19.3","genebody"
"ENSMUSG00000091393.1","chr1",166309585,166306740,"114",2846,"RP23-169C19.1","genebody"
"ENSMUSG00000091396.2","chr12",62688245,62687821,"10",425,"RP24-79M15.3","genebody"
"ENSMUSG00000091400.1","chr14",6973818,6965448,"30",8371,"RP23-304L22.4","genebody"
"ENSMUSG00000091401.1","chr7",41668118,41666516,"33",1603,"RP23-147O14.5","genebody"
"ENSMUSG00000091402.7","chr12",111981317,111979110,"27",2208,"Rd3l","genebody"
"ENSMUSG00000091404.1","chr14",5179029,5178548,"2",482,"RP24-576O9.6","genebody"
"ENSMUSG00000091405.2","chr3",96263311,96261681,"58",1631,"Hist2h4","genebody"
"ENSMUSG00000091407.1","chr17",23479597,23459674,"111",19924,"Vmn2r117","genebody"
"ENSMUSG00000091408.3","chr6",136487186,136486121,"42",1066,"RP23-100O18.2","genebody"
"ENSMUSG00000091410.1","chr19",58790575,58790194,"5",382,"RP24-562H22.2","genebody"
"ENSMUSG00000091411.1","chr9",36128779,36119933,"97",8847,"RP23-319C8.2","genebody"
"ENSMUSG00000091412.1","chr15",67013039,66969322,"423",43718,"RP23-336B1.1","genebody"
"ENSMUSG00000091415.5","chr10",41434534,41303979,"1293",130556,"Ak9","genebody"
"ENSMUSG00000091416.2","chr16",12761366,12760031,"25",1336,"RP23-127A21.2","genebody"
"ENSMUSG00000091418.2","chr14",4443839,4415447,"329",28393,"RP24-218O5.2","genebody"
"ENSMUSG00000091419.2","chr13",91220878,91220451,"7",428,"Gm17450","genebody"
"ENSMUSG00000091421.3","chr3",92690158,92689425,"22",734,"RP24-496A9.6","genebody"
"ENSMUSG00000091422.8","chr5",10870808,10865028,"24",5781,"RP24-113C21.1","genebody"
"ENSMUSG00000091423.1","chr13",117221075,117218700,"79",2376,"Gm17509","genebody"
"ENSMUSG00000091425.1","chr9",107445031,107443949,"26",1083,"RP23-456B9.9","genebody"
"ENSMUSG00000091426.1","chr17",63347410,63346919,"10",492,"RP23-273I12.2","genebody"
"ENSMUSG00000091429.1","chr14",44523444,44518275,"18",5170,"RP23-48M16.3","genebody"
"ENSMUSG00000091430.1","chr12",12794285,12787984,"82",6302,"RP24-399D3.1","genebody"
"ENSMUSG00000091435.1","chr7",20844985,20844097,"5",889,"Vmn1r115","genebody"
"ENSMUSG00000091438.1","chr6",134172007,134168878,"54",3130,"RP23-434H14.1","genebody"
"ENSMUSG00000091441.1","chr7",141029620,141029130,"4",491,"Gm17387","genebody"
"ENSMUSG00000091442.1","chr12",106509910,106508241,"46",1670,"RP24-66K3.1","genebody"
"ENSMUSG00000091443.1","chr8",13082740,13076076,"109",6665,"RP23-293B20.2","genebody"
"ENSMUSG00000091449.2","chr18",20682963,20682591,"24",373,"Gm10269","genebody"
"ENSMUSG00000091450.1","chr5",109059452,109046872,"105",12581,"Vmn2r11","genebody"
"ENSMUSG00000091453.2","chr14",44704087,44701857,"13",2231,"RP24-252L3.5","genebody"
"ENSMUSG00000091455.4","chr10",107912134,107760530,"1322",151605,"Otogl","genebody"
"ENSMUSG00000091457.1","chr2",20324670,20300816,"121",23855,"RP23-25P15.3","genebody"
"ENSMUSG00000091459.1","chr16",61105408,61105149,"2",260,"RP23-33B19.1","genebody"
"ENSMUSG00000091460.2","chr9",19928282,19927895,"16",388,"RP23-418A13.10","genebody"
"ENSMUSG00000091462.2","chr13",34035036,34034525,"9",512,"RP24-146I24.2","genebody"
"ENSMUSG00000091466.1","chr14",44533002,44530796,"10",2207,"RP23-48M16.10","genebody"
"ENSMUSG00000091468.2","chr10",79397198,79356575,"178",40624,"Vmn2r82","genebody"
"ENSMUSG00000091470.1","chr14",41611107,41608856,"10",2252,"RP23-403B2.5","genebody"
"ENSMUSG00000091471.1","chr19",44552831,44543721,"152",9111,"RP23-83K12.3","genebody"
"ENSMUSG00000091472.2","chr14",7315049,7293647,"165",21403,"RP23-303C8.6","genebody"
"ENSMUSG00000091474.2","chr7",41628533,41599229,"223",29305,"RP23-147O14.2","genebody"
"ENSMUSG00000091475.2","chr17",25575043,25570810,"102",4234,"RP24-209I7.2","genebody"
"ENSMUSG00000091476.6","chr1",178172704,177983422,"1615",189283,"RP23-243J5.1","genebody"
"ENSMUSG00000091477.1","chr14",43551213,43543575,"18",7639,"RP23-273L20.1","genebody"
"ENSMUSG00000091478.2","chr11",100362126,100361715,"7",412,"RP23-392I3.13","genebody"
"ENSMUSG00000091479.1","chr15",66931107,66929606,"27",1502,"RP23-19C9.2","genebody"
"ENSMUSG00000091481.1","chr14",43334975,43332700,"6",2276,"RP24-63B17.10","genebody"
"ENSMUSG00000091483.1","chr5",3127383,3123776,"10",3608,"RP24-481N17.4","genebody"
"ENSMUSG00000091486.1","chr14",41439018,41436815,"11",2204,"RP23-473B17.7","genebody"
"ENSMUSG00000091487.1","chr5",10070678,10067364,"21",3315,"RP23-193C5.1","genebody"
"ENSMUSG00000091490.3","chr8",43193881,43180540,"138",13342,"Triml2","genebody"
"ENSMUSG00000091491.2","chr17",18958087,18914299,"316",43789,"Vmn2r97","genebody"
"ENSMUSG00000091492.1","chr15",81419188,81415559,"43",3630,"RP23-51J23.4","genebody"
"ENSMUSG00000091494.8","chr14",4846867,4838105,"39",8763,"RP24-70M22.5","genebody"
"ENSMUSG00000091496.1","chr7",98855095,98854731,"6",365,"RP23-264N6.2","genebody"
"ENSMUSG00000091498.4","chr12",110858894,110858564,"13",331,"Mpc1-ps","genebody"
"ENSMUSG00000091504.1","chr17",55624672,55592340,"172",32333,"Vmn2r118","genebody"
"ENSMUSG00000091507.1","chr12",79168833,79168485,"3",349,"RP23-359K10.6","genebody"
"ENSMUSG00000091509.7","chr14",105114676,105109389,"28",5288,"RP23-315I4.2","genebody"
"ENSMUSG00000091510.4","chr7",45367948,45366162,"123",1787,"AC151602.4","genebody"
"ENSMUSG00000091511.2","chr10",130497379,130471331,"205",26049,"Vmn2r87","genebody"
"ENSMUSG00000091512.5","chr3",137928900,137918505,"177",10396,"Lamtor3","genebody"
"ENSMUSG00000091514.2","chr8",25769704,25754479,"165",15226,"RP23-322E23.8","genebody"
"ENSMUSG00000091515.4","chr17",33305745,33305039,"23",707,"Zfp422-ps","genebody"
"ENSMUSG00000091519.1","chr18",76900342,76856404,"738",43939,"Skor2","genebody"
"ENSMUSG00000091523.1","chr11",79484031,79481718,"24",2314,"RP23-296N19.1","genebody"
"ENSMUSG00000091526.2","chr10",58704279,58696744,"54",7536,"RP24-184F11.1","genebody"
"ENSMUSG00000091528.8","chr7",43048106,43018797,"176",29310,"Gm9268","genebody"
"ENSMUSG00000091530.2","chr17",3533213,3532553,"14",661,"RP23-383P18.3","genebody"
"ENSMUSG00000091531.2","chr17",37317054,37311794,"16",5261,"Olfr102","genebody"
"ENSMUSG00000091534.2","chr12",79163835,79163407,"2",429,"RP23-359K10.5","genebody"
"ENSMUSG00000091537.2","chr9",109082587,109074567,"102",8021,"Tma7","genebody"
"ENSMUSG00000091539.2","chr18",3123412,3122491,"4",922,"Vmn1r238","genebody"
"ENSMUSG00000091541.2","chr6",57074906,57066786,"36",8121,"Vmn1r9","genebody"
"ENSMUSG00000091542.1","chr4",42235313,42206997,"443",28317,"RP23-388P16.8","genebody"
"ENSMUSG00000091548.1","chr17",31950968,31950548,"7",421,"Gm17572","genebody"
"ENSMUSG00000091549.1","chr17",78851956,78850791,"19",1166,"RP24-298J16.4","genebody"
"ENSMUSG00000091550.1","chr17",21094704,21093171,"23",1534,"RP23-55J9.6","genebody"
"ENSMUSG00000091552.2","chr10",100357117,100356234,"12",884,"RP23-16N3.12","genebody"
"ENSMUSG00000091553.1","chr12",104192926,104189516,"16",3411,"Serpina3e-ps","genebody"
"ENSMUSG00000091557.2","chr14",19164408,19159694,"23",4715,"RP23-221K13.2","genebody"
"ENSMUSG00000091558.1","chr19",7304528,7297657,"46",6872,"RP23-389D15.1","genebody"
"ENSMUSG00000091561.2","chr18",31820413,31819861,"9",553,"Gm6665","genebody"
"ENSMUSG00000091563.8","chr14",4132784,4110525,"159",22260,"RP23-45E20.8","genebody"
"ENSMUSG00000091568.8","chr14",6093942,6016758,"482",77185,"RP23-314N18.1","genebody"
"ENSMUSG00000091569.1","chr14",44439086,44433634,"27",5453,"RP23-48M16.2","genebody"
"ENSMUSG00000091570.1","chr14",32267748,32266592,"19",1157,"RP23-469G7.4","genebody"
"ENSMUSG00000091572.8","chr3",64287495,64258960,"108",28536,"Vmn2r3","genebody"
"ENSMUSG00000091573.1","chr12",104178296,104173302,"19",4995,"Serpina3d-ps","genebody"
"ENSMUSG00000091575.2","chr3",106485913,106481981,"81",3933,"RP23-175B15.1","genebody"
"ENSMUSG00000091577.2","chr13",103164069,103159794,"31",4276,"RP23-343A4.2","genebody"
"ENSMUSG00000091583.1","chr12",106574924,106558749,"177",16176,"RP23-230A6.1","genebody"
"ENSMUSG00000091584.1","chr14",43784745,43779487,"22",5259,"RP23-78F6.6","genebody"
"ENSMUSG00000091586.1","chr17",32528894,32506461,"251",22434,"Cyp4f17","genebody"
"ENSMUSG00000091587.1","chr12",81533358,81532034,"54",1325,"RP23-315C11.6","genebody"
"ENSMUSG00000091594.2","chr7",42727017,42705468,"145",21550,"RP23-467K15.1","genebody"
"ENSMUSG00000091595.1","chr14",5613188,5610193,"9",2996,"RP23-97D14.2","genebody"
"ENSMUSG00000091601.3","chr17",37161494,37140422,"86",21073,"Olfr93","genebody"
"ENSMUSG00000091604.2","chr15",99705490,99702175,"105",3316,"Gm17349","genebody"
"ENSMUSG00000091605.2","chr14",44618904,44613532,"23",5373,"RP23-48M16.7","genebody"
"ENSMUSG00000091606.2","chr12",113574681,113574244,"7",438,"Ighv2-1","genebody"
"ENSMUSG00000091613.1","chr14",5877925,5877075,"12",851,"RP23-460G24.2","genebody"
"ENSMUSG00000091614.1","chr17",29519790,29519280,"24",511,"Gm17657","genebody"
"ENSMUSG00000091615.2","chr15",10526881,10525622,"5",1260,"RP23-120K5.2","genebody"
"ENSMUSG00000091617.8","chr14",7483762,7466361,"76",17402,"RP23-78D19.4","genebody"
"ENSMUSG00000091618.3","chr10",3267771,3256207,"78",11565,"H60c","genebody"
"ENSMUSG00000091619.1","chr12",4592927,4592825,"12",103,"Gm3625","genebody"
"ENSMUSG00000091620.2","chr6",123742291,123702820,"159",39472,"Vmn2r23","genebody"
"ENSMUSG00000091623.1","chr5",99978858,99977685,"129",1174,"RP23-57P23.2","genebody"
"ENSMUSG00000091624.1","chr5",108852510,108842946,"49",9565,"Vmn2r9","genebody"
"ENSMUSG00000091625.8","chr6",56704710,56701062,"62",3649,"Lsm5","genebody"
"ENSMUSG00000091627.1","chr14",42699767,42697336,"10",2432,"RP23-11E12.1","genebody"
"ENSMUSG00000091631.2","chr17",18460905,18424077,"128",36829,"Vmn2r95","genebody"
"ENSMUSG00000091635.1","chr5",109192107,109156067,"246",36041,"Vmn2r13","genebody"
"ENSMUSG00000091636.1","chr17",69489233,69439325,"578",49909,"Akain1","genebody"
"ENSMUSG00000091638.2","chr7",20788208,20787284,"8",925,"Vmn1r113","genebody"
"ENSMUSG00000091639.2","chr9",31936800,31935445,"26",1356,"RP24-63K13.3","genebody"
"ENSMUSG00000091648.2","chr3",94364566,94362437,"131",2130,"C2cd4d","genebody"
"ENSMUSG00000091649.3","chr14",59341351,59320963,"111",20389,"Phf11b","genebody"
"ENSMUSG00000091650.2","chr15",77518051,77508270,"75",9782,"Apol11a","genebody"
"ENSMUSG00000091651.2","chr7",7902462,7876650,"93",25813,"Vmn2r36","genebody"
"ENSMUSG00000091652.2","chr7",5221736,5218492,"15",3245,"Vmn1r57","genebody"
"ENSMUSG00000091655.3","chr17",35336292,35335908,"11",385,"RP23-331E12.5","genebody"
"ENSMUSG00000091656.1","chr17",20285430,20267546,"53",17885,"Vmn2r106","genebody"
"ENSMUSG00000091657.1","chr14",41624612,41619285,"30",5328,"RP23-403B2.2","genebody"
"ENSMUSG00000091659.1","chr9",45175161,45172996,"27",2166,"RP23-284E19.7","genebody"
"ENSMUSG00000091661.2","chr9",123791289,123768113,"149",23177,"RP23-252G18.5","genebody"
"ENSMUSG00000091662.9","chr7",10613659,10578929,"147",34731,"Vmn1r69","genebody"
"ENSMUSG00000091665.1","chr1",5064647,5063059,"9",1589,"RP24-363O2.1","genebody"
"ENSMUSG00000091668.3","chr12",82544190,82543635,"11",556,"RP23-192O3.2","genebody"
"ENSMUSG00000091669.1","chr9",107115372,107115073,"0",300,"RP23-317M3.2","genebody"
"ENSMUSG00000091670.1","chr17",20234872,20208229,"72",26644,"Vmn2r105","genebody"
"ENSMUSG00000091671.1","chr6",41092228,41091939,"1",290,"Trbv10","genebody"
"ENSMUSG00000091672.2","chr14",3978930,3978425,"3",506,"RP23-45E20.4","genebody"
"ENSMUSG00000091676.1","chr14",7365134,7362096,"12",3039,"RP23-303C8.4","genebody"
"ENSMUSG00000091679.9","chr17",18616003,18573150,"209",42854,"Vmn2r96","genebody"
"ENSMUSG00000091680.3","chr15",89388867,89384916,"102",3952,"Klhdc7b","genebody"
"ENSMUSG00000091682.2","chr13",19263528,19260883,"12",2646,"Tcrg-C3","genebody"
"ENSMUSG00000091685.6","chr3",79464129,79336660,"1253",127470,"RP24-530L11.1","genebody"
"ENSMUSG00000091686.1","chr14",64104235,64099294,"49",4942,"RP23-107H9.3","genebody"
"ENSMUSG00000091692.2","chr7",40995435,40987542,"40",7894,"RP23-229O20.3","genebody"
"ENSMUSG00000091694.9","chr15",77643286,77633945,"70",9342,"Apol11b","genebody"
"ENSMUSG00000091695.1","chr18",67562851,67562386,"13",466,"Gm17669","genebody"
"ENSMUSG00000091697.1","chr18",90312043,90311824,"0",220,"Eif3s6-ps2","genebody"
"ENSMUSG00000091698.8","chr14",43755948,43747865,"25",8084,"RP23-78F6.5","genebody"
"ENSMUSG00000091700.7","chr14",4717678,4709237,"41",8442,"RP24-243P7.5","genebody"
"ENSMUSG00000091703.2","chr2",90148888,90148418,"16",471,"RP23-226K16.10","genebody"
"ENSMUSG00000091705.8","chr17",35346762,35342241,"102",4522,"H2-Q2","genebody"
"ENSMUSG00000091707.1","chr14",44309906,44307688,"12",2219,"RP23-455F6.5","genebody"
"ENSMUSG00000091709.1","chr15",74800640,74784064,"196",16577,"RP23-230O9.3","genebody"
"ENSMUSG00000091712.2","chr16",5187271,5147108,"454",40164,"Sec14l5","genebody"
"ENSMUSG00000091713.1","chr14",5357782,5357259,"2",524,"RP23-254B9.4","genebody"
"ENSMUSG00000091718.1","chr14",43727485,43722252,"21",5234,"RP23-299A24.4","genebody"
"ENSMUSG00000091721.4","chr3",132645351,132629819,"138",15533,"Gimd1","genebody"
"ENSMUSG00000091722.2","chr14",75529708,75455981,"811",73728,"Siah3","genebody"
"ENSMUSG00000091723.2","chr14",106698298,106698111,"8",188,"RP23-458L4.3","genebody"
"ENSMUSG00000091725.8","chr14",44291068,44285579,"27",5490,"RP23-455F6.1","genebody"
"ENSMUSG00000091730.1","chr10",20629576,20625634,"65",3943,"RP23-86P1.1","genebody"
"ENSMUSG00000091731.1","chr10",58718210,58713605,"37",4606,"Gm17542","genebody"
"ENSMUSG00000091732.1","chr12",4689926,4689401,"21",526,"RP23-456K21.3","genebody"
"ENSMUSG00000091733.1","chr14",43076643,43071141,"26",5503,"RP23-136I9.3","genebody"
"ENSMUSG00000091734.2","chr6",58311685,58301548,"27",10138,"Vmn1r29","genebody"
"ENSMUSG00000091735.2","chr9",106465938,106463961,"135",1978,"Gpr62","genebody"
"ENSMUSG00000091740.3","chr14",41750614,41745916,"27",4699,"RP23-403B2.8","genebody"
"ENSMUSG00000091741.1","chr14",42754334,42752314,"5",2021,"RP23-11E12.6","genebody"
"ENSMUSG00000091742.1","chr17",46440099,46439577,"21",523,"Gm5093","genebody"
"ENSMUSG00000091743.2","chr1",162629067,162628356,"19",712,"Gm5705","genebody"
"ENSMUSG00000091744.1","chr18",62662928,62662107,"1",822,"Gm17732","genebody"
"ENSMUSG00000091745.1","chr9",66835534,66834698,"61",837,"RP24-132F22.3","genebody"
"ENSMUSG00000091752.2","chr14",6202760,6202333,"2",428,"RP24-122P17.9","genebody"
"ENSMUSG00000091754.8","chr14",6742332,6735684,"32",6649,"RP23-198H15.2","genebody"
"ENSMUSG00000091756.1","chr14",3970207,3963546,"33",6662,"RP23-45E20.3","genebody"
"ENSMUSG00000091757.1","chr14",42148119,42145892,"12",2228,"RP24-376M8.5","genebody"
"ENSMUSG00000091762.1","chr12",106459495,106459149,"7",347,"RP24-280H19.2","genebody"
"ENSMUSG00000091764.3","chr8",69666982,69654478,"118",12505,"Zfp964","genebody"
"ENSMUSG00000091768.1","chr13",55133548,55132961,"1",588,"Gm17617","genebody"
"ENSMUSG00000091771.1","chr17",19812536,19773362,"167",39175,"Vmn2r103","genebody"
"ENSMUSG00000091775.1","chr17",47016956,47016695,"5",262,"Gm16494","genebody"
"ENSMUSG00000091776.1","chr14",6359687,6358496,"10",1192,"RP23-188F24.5","genebody"
"ENSMUSG00000091779.8","chr10",104153674,104142986,"75",10689,"RP23-437G18.1","genebody"
"ENSMUSG00000091780.3","chr15",89373846,89371636,"79",2211,"Sco2","genebody"
"ENSMUSG00000091784.2","chr8",13087430,13086508,"19",923,"RP23-185G9.2","genebody"
"ENSMUSG00000091785.1","chr18",30459559,30459082,"13",478,"Rpl29-ps5","genebody"
"ENSMUSG00000091786.1","chr16",36779602,36778833,"20",770,"RP23-351D19.4","genebody"
"ENSMUSG00000091788.3","chr14",42560015,42557050,"12",2966,"RP24-264F22.4","genebody"
"ENSMUSG00000091792.1","chr14",42190791,42185390,"17",5402,"RP23-294B15.1","genebody"
"ENSMUSG00000091794.2","chr5",151586906,151561660,"114",25247,"Vmn2r18","genebody"
"ENSMUSG00000091800.2","chr6",68161716,68161414,"1",303,"Igkv1-115","genebody"
"ENSMUSG00000091803.7","chr12",81485127,81359025,"853",126103,"Cox16","genebody"
"ENSMUSG00000091805.1","chr17",20481236,20462372,"58",18865,"Vmn2r108","genebody"
"ENSMUSG00000091806.1","chr1",86323593,86323266,"15",328,"RP23-403I3.2","genebody"
"ENSMUSG00000091808.1","chr14",41309643,41307353,"7",2291,"RP24-286J19.3","genebody"
"ENSMUSG00000091809.4","chr14",14410095,14401297,"33",8799,"Olfr721-ps1","genebody"
"ENSMUSG00000091811.2","chr7",16273617,16272012,"101",1606,"Inafm1","genebody"
"ENSMUSG00000091812.1","chr14",51839461,51838998,"6",464,"Ear-ps5","genebody"
"ENSMUSG00000091813.4","chr8",105021178,105000852,"279",20327,"Ces2h","genebody"
"ENSMUSG00000091814.1","chr14",6720251,6712182,"34",8070,"RP23-198H15.3","genebody"
"ENSMUSG00000091815.1","chr14",43279645,43277418,"13",2228,"RP24-63B17.8","genebody"
"ENSMUSG00000091816.1","chr9",107430567,107423856,"91",6712,"RP23-456B9.8","genebody"
"ENSMUSG00000091817.1","chr5",10539532,10537284,"9",2249,"RP24-397H7.1","genebody"
"ENSMUSG00000091818.3","chr14",13778441,13777816,"17",626,"RP23-254P19.3","genebody"
"ENSMUSG00000091825.1","chr10",73202766,73201694,"14",1073,"RP24-174M12.2","genebody"
"ENSMUSG00000091827.2","chr5",17378028,17373179,"18",4850,"Speer4f2","genebody"
"ENSMUSG00000091831.5","chr17",71459918,71458326,"25",1593,"RP23-103F2.1","genebody"
"ENSMUSG00000091832.1","chr14",43320397,43318174,"10",2224,"RP24-63B17.9","genebody"
"ENSMUSG00000091834.2","chr13",3123373,3082187,"477",41187,"RP23-288O24.1","genebody"
"ENSMUSG00000091842.2","chr18",35770668,35770317,"8",352,"RP24-490M12.1","genebody"
"ENSMUSG00000091844.1","chr1",44061936,44055951,"54",5986,"Gm8251","genebody"
"ENSMUSG00000091845.1","chr6",108140509,108140119,"29",391,"RP23-52O21.2","genebody"
"ENSMUSG00000091847.1","chr14",41372374,41370174,"11",2201,"RP23-473B17.6","genebody"
"ENSMUSG00000091849.7","chr14",3262317,3186100,"483",76218,"RP24-97G3.1","genebody"
"ENSMUSG00000091859.2","chr17",19535231,19504731,"126",30501,"Vmn2r100","genebody"
"ENSMUSG00000091864.1","chr7",41397447,41393697,"34",3751,"RP23-396C19.1","genebody"
"ENSMUSG00000091866.1","chr9",63444075,63443165,"21",911,"RP24-468F14.2","genebody"
"ENSMUSG00000091867.2","chr7",26939384,26931630,"61",7755,"Cyp2a22","genebody"
"ENSMUSG00000091873.2","chr14",50284206,50278472,"27",5735,"Olfr732","genebody"
"ENSMUSG00000091874.2","chr7",5196747,5194915,"10",1833,"Vmn1r56","genebody"
"ENSMUSG00000091876.1","chr1",119788086,119787768,"4",319,"RP23-274C16.3","genebody"
"ENSMUSG00000091879.1","chr5",109453387,109420012,"106",33376,"Vmn2r17","genebody"
"ENSMUSG00000091881.1","chr3",88722670,88722089,"4",582,"RP23-199B2.2","genebody"
"ENSMUSG00000091882.8","chr14",6058267,6049468,"45",8800,"RP24-152K24.4","genebody"
"ENSMUSG00000091887.1","chr12",106546326,106544836,"35",1491,"RP24-66K3.2","genebody"
"ENSMUSG00000091888.2","chr10",79195012,79148796,"166",46217,"Vmn2r80","genebody"
"ENSMUSG00000091890.2","chr7",73741024,73737928,"118",3097,"RP23-235M8.2","genebody"
"ENSMUSG00000091894.1","chr14",4538795,4536037,"7",2759,"RP24-312N10.2","genebody"
"ENSMUSG00000091896.7","chr18",35807172,35771558,"277",35615,"Ube2d2a","genebody"
"ENSMUSG00000091897.1","chr5",15032998,15028949,"24",4050,"RP24-449D6.1","genebody"
"ENSMUSG00000091898.8","chr14",31211729,31208311,"42",3419,"Tnnc1","genebody"
"ENSMUSG00000091900.2","chr7",116084635,116082862,"30",1774,"Gm4353","genebody"
"ENSMUSG00000091902.1","chr12",103842339,103834649,"49",7691,"RP23-122J17.10","genebody"
"ENSMUSG00000091903.8","chr5",11599784,11594912,"17",4873,"RP23-395E24.1","genebody"
"ENSMUSG00000091905.3","chr12",64787001,64786310,"16",692,"RP24-477K18.1","genebody"
"ENSMUSG00000091906.2","chr13",102761896,102760254,"29",1643,"RP23-182O1.3","genebody"
"ENSMUSG00000091908.7","chr9",57834295,57777864,"581",56432,"RP24-539A10.2","genebody"
"ENSMUSG00000091911.1","chr14",43771115,43768933,"10",2183,"RP23-78F6.7","genebody"
"ENSMUSG00000091922.1","chr2",58471077,58470115,"9",963,"Gm17409","genebody"
"ENSMUSG00000091923.8","chr14",44750340,44716837,"129",33504,"RP24-252L3.3","genebody"
"ENSMUSG00000091924.2","chr7",26618464,26607635,"40",10830,"Vmn1r185","genebody"
"ENSMUSG00000091926.2","chr7",42793496,42764437,"171",29060,"Vmn2r62","genebody"
"ENSMUSG00000091929.2","chr14",19132109,19127799,"7",4311,"RP23-221K13.1","genebody"
"ENSMUSG00000091930.1","chr7",10176286,10158651,"60",17636,"Vmn2r52","genebody"
"ENSMUSG00000091931.5","chr12",102757803,102753274,"99",4530,"RP24-234J3.2","genebody"
"ENSMUSG00000091933.2","chr5",10952592,10947806,"18",4787,"RP23-307D8.2","genebody"
"ENSMUSG00000091936.1","chr5",3095074,3090768,"14",4307,"RP24-481N17.3","genebody"
"ENSMUSG00000091937.3","chr1",39805332,39804147,"19",1186,"RP23-469H11.2","genebody"
"ENSMUSG00000091938.2","chr4",42631714,42629718,"26",1997,"Gm2564","genebody"
"ENSMUSG00000091941.1","chr10",59807414,59806556,"10",859,"RP24-418P10.3","genebody"
"ENSMUSG00000091942.1","chr12",86715444,86714985,"11",460,"RP24-142L2.3","genebody"
"ENSMUSG00000091945.1","chr17",23312313,23290933,"82",21381,"Vmn2r114","genebody"
"ENSMUSG00000091947.1","chr12",81557458,81532967,"151",24492,"RP23-315C11.5","genebody"
"ENSMUSG00000091950.3","chr1",174152530,174151480,"7",1051,"Olfr421-ps1","genebody"
"ENSMUSG00000091952.3","chr8",121973822,121972726,"27",1097,"RP23-428C21.2","genebody"
"ENSMUSG00000091955.2","chr7",24862697,24862212,"21",486,"RP24-158L15.1","genebody"
"ENSMUSG00000091956.2","chr9",67760930,67759436,"156",1495,"C2cd4b","genebody"
"ENSMUSG00000091957.3","chr18",61259972,61259007,"38",966,"Rps2-ps10","genebody"
"ENSMUSG00000091960.1","chr14",42245444,42243216,"11",2229,"RP23-294B15.4","genebody"
"ENSMUSG00000091961.1","chr14",43062467,43060213,"12",2255,"RP23-136I9.9","genebody"
"ENSMUSG00000091962.2","chr7",86955177,86915299,"177",39879,"Vmn2r78","genebody"
"ENSMUSG00000091967.4","chr3",64357724,64339564,"72",18161,"Vmn2r-ps5","genebody"
"ENSMUSG00000091968.1","chr17",32789591,32788393,"27",1199,"RP23-140I12.3","genebody"
"ENSMUSG00000091970.3","chr5",125848740,125847951,"22",790,"RP23-425F13.1","genebody"
"ENSMUSG00000091971.3","chr17",34972156,34969189,"221",2968,"Hspa1a","genebody"
"ENSMUSG00000091972.2","chr16",26526769,26503655,"153",23115,"Tmem207","genebody"
"ENSMUSG00000091983.3","chr6",42476335,42468014,"36",8322,"Olfr457","genebody"
"ENSMUSG00000091985.1","chr4",108637441,108633842,"32",3600,"RP23-406B13.10","genebody"
"ENSMUSG00000091989.1","chr7",80508254,80507786,"26",469,"Ndufab1-ps","genebody"
"ENSMUSG00000091990.1","chr14",43702426,43700268,"12",2159,"RP23-299A24.5","genebody"
"ENSMUSG00000091993.2","chr1",171504111,171500567,"99",3545,"RP23-116M12.2","genebody"
"ENSMUSG00000091994.2","chr10",79854971,79851380,"137",3592,"RP23-13B8.9","genebody"
"ENSMUSG00000091995.1","chr14",5280522,5277774,"5",2749,"RP24-80K11.1","genebody"
"ENSMUSG00000091996.8","chr9",45250020,45182006,"715",68015,"RP24-166B2.2","genebody"
"ENSMUSG00000091997.1","chr16",32924489,32923217,"22",1273,"RP24-422I18.5","genebody"
"ENSMUSG00000091998.2","chr8",81828355,81827697,"2",659,"RP23-148F13.1","genebody"
"ENSMUSG00000092004.1","chr6",115259294,115227342,"238",31953,"Gm17482","genebody"
"ENSMUSG00000092006.1","chr12",84919238,84918147,"10",1092,"RP23-107N10.4","genebody"
"ENSMUSG00000092008.1","chr19",39886769,39842659,"209",44111,"Cyp2c69","genebody"
"ENSMUSG00000092009.1","chr16",49199104,49057485,"811",141620,"Myh15","genebody"
"ENSMUSG00000092014.1","chr15",99810582,99810288,"13",295,"RP24-258K6.6","genebody"
"ENSMUSG00000092019.4","chr12",87622955,87618868,"23",4088,"RP23-465O13.1","genebody"
"ENSMUSG00000092021.8","chr5",105346472,105323041,"109",23432,"Gbp11","genebody"
"ENSMUSG00000092027.1","chr14",41892459,41889686,"20",2774,"RP24-553G19.7","genebody"
"ENSMUSG00000092029.1","chr16",61377916,61377255,"15",662,"RP24-354E11.1","genebody"
